user_id,restaurant_id,interaction_type,weight
38,270,view,1
38,1,view,1
38,194,click,3
38,45,click,3
38,208,view,1
38,172,click,3
39,239,order,5
39,199,view,1
39,94,view,1
39,169,order,5
39,194,view,1
39,188,order,5
39,261,view,1
39,68,click,3
39,82,click,3
39,241,order,5
39,8,view,1
40,186,order,5
40,252,view,1
40,192,click,3
40,257,view,1
40,234,view,1
40,156,click,3
40,98,view,1
40,245,view,1
40,14,view,1
40,269,order,5
40,195,click,3
40,8,view,1
40,99,order,5
40,237,order,5
40,80,view,1
40,250,order,5
41,195,click,3
41,293,view,1
41,145,click,3
41,2,order,5
41,179,order,5
41,216,view,1
41,141,order,5
41,24,view,1
41,265,click,3
41,181,click,3
41,202,click,3
41,273,order,5
41,12,click,3
41,243,view,1
41,84,view,1
41,99,click,3
41,208,click,3
41,286,click,3
41,295,view,1
41,153,view,1
42,152,view,1
42,58,view,1
42,171,view,1
42,102,view,1
42,100,view,1
42,273,click,3
42,241,click,3
42,83,order,5
42,18,order,5
42,118,click,3
42,121,view,1
42,91,view,1
42,212,click,3
42,168,view,1
43,110,view,1
43,175,order,5
43,157,view,1
43,165,view,1
43,255,order,5
43,80,click,3
43,244,order,5
43,162,click,3
43,137,click,3
43,81,view,1
43,82,click,3
44,281,order,5
44,78,click,3
44,271,order,5
44,245,order,5
44,51,order,5
44,187,click,3
44,206,click,3
44,176,order,5
44,142,click,3
45,50,view,1
45,234,view,1
45,262,click,3
45,100,view,1
45,110,order,5
45,280,order,5
45,16,view,1
45,225,order,5
45,172,view,1
45,246,view,1
45,59,order,5
45,8,order,5
45,26,view,1
45,293,click,3
45,55,view,1
45,7,click,3
46,121,view,1
46,65,click,3
46,70,view,1
46,167,view,1
46,76,order,5
46,277,view,1
46,222,click,3
46,282,click,3
46,4,click,3
47,264,view,1
47,145,view,1
47,181,view,1
47,274,click,3
47,211,view,1
47,153,click,3
47,141,order,5
47,283,view,1
47,95,click,3
47,220,view,1
47,89,order,5
47,9,view,1
47,195,click,3
47,158,view,1
47,286,view,1
47,124,view,1
48,171,view,1
48,178,view,1
48,72,view,1
48,102,view,1
48,198,click,3
48,262,click,3
48,239,view,1
48,78,click,3
48,100,view,1
48,241,click,3
48,66,click,3
48,179,view,1
48,221,view,1
48,273,order,5
48,258,click,3
48,279,click,3
48,228,view,1
48,120,view,1
48,74,view,1
49,26,view,1
49,162,order,5
49,156,click,3
49,133,view,1
49,51,view,1
49,269,order,5
49,198,view,1
49,255,view,1
49,257,order,5
49,254,order,5
49,123,click,3
49,175,click,3
49,80,view,1
49,120,order,5
49,85,click,3
50,46,order,5
50,19,click,3
50,90,order,5
50,39,view,1
50,195,order,5
50,4,view,1
50,297,view,1
50,252,order,5
50,125,view,1
51,246,view,1
51,66,order,5
51,36,click,3
51,104,click,3
51,170,view,1
51,127,order,5
51,32,order,5
51,10,order,5
51,185,view,1
51,182,click,3
51,69,click,3
51,293,order,5
51,1,view,1
51,39,order,5
51,248,click,3
51,45,order,5
51,117,click,3
51,113,order,5
51,226,view,1
52,129,view,1
52,295,view,1
52,238,order,5
52,116,view,1
52,33,view,1
52,270,view,1
52,134,order,5
52,29,click,3
52,34,click,3
52,296,view,1
52,113,view,1
52,228,order,5
53,207,click,3
53,286,click,3
53,27,click,3
53,272,click,3
53,64,view,1
53,220,click,3
53,67,view,1
53,195,click,3
53,81,view,1
54,171,click,3
54,73,order,5
54,259,view,1
54,121,click,3
54,274,view,1
54,230,view,1
54,241,view,1
54,273,click,3
54,85,click,3
54,187,view,1
54,20,view,1
54,51,click,3
54,160,order,5
55,274,order,5
55,265,view,1
55,272,click,3
55,202,order,5
55,252,view,1
55,181,order,5
55,46,order,5
55,208,click,3
55,81,order,5
56,137,view,1
56,191,click,3
56,156,view,1
56,81,view,1
56,100,order,5
56,283,order,5
56,111,click,3
56,193,view,1
56,184,order,5
56,255,click,3
56,221,order,5
56,26,view,1
56,108,view,1
56,204,click,3
57,220,order,5
57,149,click,3
57,144,view,1
57,20,order,5
57,255,view,1
57,145,order,5
57,117,view,1
57,175,order,5
58,151,view,1
58,227,order,5
58,138,view,1
58,38,view,1
58,35,order,5
58,131,order,5
58,279,order,5
58,232,view,1
58,201,view,1
58,297,click,3
58,184,order,5
58,23,view,1
58,206,click,3
59,220,order,5
59,233,view,1
59,97,view,1
59,137,click,3
59,231,view,1
59,273,click,3
59,152,click,3
59,143,view,1
59,211,order,5
59,297,view,1
59,119,order,5
59,81,click,3
59,232,click,3
59,206,order,5
59,77,view,1
59,111,order,5
59,228,view,1
60,15,view,1
60,110,view,1
60,42,view,1
60,62,view,1
60,160,order,5
60,215,view,1
60,249,order,5
60,105,view,1
61,38,view,1
61,262,order,5
61,35,order,5
61,66,view,1
61,6,view,1
61,297,click,3
61,166,view,1
61,146,view,1
61,232,view,1
62,290,order,5
62,17,view,1
62,109,view,1
62,186,order,5
62,222,order,5
62,182,view,1
62,144,click,3
62,267,order,5
62,54,click,3
62,140,click,3
62,76,click,3
62,26,order,5
62,228,click,3
62,124,view,1
62,70,view,1
62,219,click,3
62,121,click,3
63,91,order,5
63,221,view,1
63,178,view,1
63,100,view,1
63,58,view,1
63,191,view,1
63,140,view,1
63,157,view,1
63,102,click,3
63,225,view,1
63,195,view,1
63,118,view,1
63,74,click,3
63,273,view,1
63,108,click,3
63,258,view,1
63,230,click,3
64,244,order,5
64,33,view,1
64,263,view,1
64,297,view,1
64,103,view,1
64,142,view,1
64,154,click,3
64,87,view,1
64,206,click,3
64,187,view,1
64,39,view,1
64,271,order,5
64,111,order,5
64,62,click,3
65,198,view,1
65,74,view,1
65,170,view,1
65,230,view,1
65,178,view,1
65,100,click,3
65,23,view,1
65,273,view,1
65,187,order,5
65,167,click,3
65,139,view,1
66,87,view,1
66,150,view,1
66,46,view,1
66,195,click,3
66,1,view,1
66,280,order,5
66,268,click,3
66,78,view,1
66,33,click,3
66,218,view,1
66,45,view,1
66,172,click,3
66,243,view,1
66,104,view,1
67,94,order,5
67,121,view,1
67,136,order,5
67,124,order,5
67,239,view,1
67,182,order,5
67,283,click,3
67,44,click,3
67,194,click,3
67,52,order,5
67,169,order,5
67,137,order,5
67,197,view,1
67,201,order,5
67,88,click,3
67,66,order,5
67,155,order,5
67,170,view,1
67,254,view,1
68,90,order,5
68,66,view,1
68,272,order,5
68,94,click,3
68,254,view,1
68,68,view,1
68,52,order,5
68,201,order,5
68,5,click,3
68,190,view,1
68,83,click,3
68,147,view,1
68,88,click,3
68,174,view,1
68,191,order,5
68,232,click,3
68,142,view,1
68,239,click,3
68,27,view,1
69,196,click,3
69,180,order,5
69,7,view,1
69,127,view,1
69,162,view,1
69,172,view,1
69,69,order,5
69,101,order,5
69,264,click,3
69,250,view,1
69,56,order,5
70,250,order,5
70,123,view,1
70,255,click,3
70,127,view,1
70,29,view,1
70,150,view,1
70,272,order,5
70,237,order,5
70,122,view,1
71,289,view,1
71,216,view,1
71,111,order,5
71,103,order,5
71,211,order,5
71,178,view,1
71,181,view,1
71,143,order,5
71,124,order,5
71,251,click,3
71,96,view,1
71,264,click,3
72,60,view,1
72,269,order,5
72,216,view,1
72,283,click,3
72,175,click,3
72,255,click,3
72,245,view,1
72,137,click,3
72,204,view,1
72,193,view,1
72,184,view,1
73,243,order,5
73,280,click,3
73,233,view,1
73,250,view,1
73,300,order,5
73,217,view,1
73,150,order,5
73,246,view,1
73,127,order,5
73,8,view,1
73,172,click,3
73,262,click,3
73,196,order,5
73,152,order,5
73,224,view,1
74,198,view,1
74,205,view,1
74,19,order,5
74,18,order,5
74,102,view,1
74,41,view,1
74,161,view,1
74,259,order,5
74,157,view,1
74,171,view,1
75,174,order,5
75,64,view,1
75,15,order,5
75,107,click,3
75,236,click,3
75,135,view,1
75,207,view,1
75,13,view,1
75,50,click,3
75,9,click,3
75,213,view,1
75,111,view,1
75,2,order,5
75,200,view,1
75,212,click,3
76,150,view,1
76,279,view,1
76,196,view,1
76,226,click,3
76,130,order,5
76,33,order,5
76,275,click,3
76,171,view,1
76,273,view,1
76,170,view,1
77,200,order,5
77,130,click,3
77,44,click,3
77,277,order,5
77,193,order,5
77,108,view,1
77,40,order,5
77,240,click,3
77,170,view,1
77,300,click,3
77,121,click,3
78,262,view,1
78,271,click,3
78,125,click,3
78,22,view,1
78,101,order,5
78,95,click,3
78,39,view,1
78,19,view,1
78,85,order,5
78,84,view,1
78,166,view,1
78,92,click,3
78,6,view,1
79,31,click,3
79,224,order,5
79,32,view,1
79,106,click,3
79,206,view,1
79,216,click,3
79,189,click,3
79,68,view,1
79,209,click,3
79,212,order,5
79,29,order,5
79,151,order,5
79,83,view,1
80,72,order,5
80,294,click,3
80,228,view,1
80,30,view,1
80,61,view,1
80,244,order,5
80,77,view,1
80,189,order,5
80,63,order,5
80,66,view,1
80,197,view,1
81,213,click,3
81,151,view,1
81,13,click,3
81,25,view,1
81,50,click,3
81,253,click,3
81,207,view,1
81,284,view,1
81,173,view,1
81,135,view,1
81,255,click,3
81,62,view,1
81,42,view,1
81,174,click,3
81,236,click,3
82,103,order,5
82,84,view,1
82,166,order,5
82,95,click,3
82,38,order,5
82,118,view,1
82,208,view,1
82,19,view,1
82,265,order,5
82,106,view,1
82,6,click,3
82,37,view,1
82,297,view,1
82,141,view,1
82,227,order,5
82,274,view,1
82,90,order,5
82,146,order,5
82,181,order,5
83,23,click,3
83,38,view,1
83,234,view,1
83,16,order,5
83,215,order,5
83,106,click,3
83,194,order,5
83,43,click,3
83,9,view,1
83,187,order,5
83,160,click,3
83,105,click,3
83,264,click,3
84,259,view,1
84,74,order,5
84,273,view,1
84,230,view,1
84,251,click,3
84,178,click,3
84,81,view,1
84,255,click,3
85,216,view,1
85,78,order,5
85,171,click,3
85,67,view,1
85,255,click,3
85,206,click,3
85,292,click,3
85,60,order,5
85,174,view,1
85,271,view,1
85,192,click,3
85,263,order,5
85,16,view,1
85,96,order,5
85,24,click,3
85,170,view,1
85,281,view,1
85,193,view,1
86,210,view,1
86,102,order,5
86,128,view,1
86,174,view,1
86,109,click,3
86,213,click,3
86,207,order,5
86,223,view,1
86,173,order,5
86,106,click,3
86,51,order,5
87,158,order,5
87,260,click,3
87,22,view,1
87,276,view,1
87,244,view,1
87,79,view,1
87,7,view,1
87,21,view,1
87,29,order,5
87,289,order,5
87,194,order,5
87,264,click,3
87,159,order,5
87,180,click,3
87,270,view,1
87,222,view,1
87,287,view,1
87,288,click,3
87,131,view,1
88,121,view,1
88,239,click,3
88,53,order,5
88,276,click,3
88,275,view,1
88,164,click,3
88,266,order,5
88,205,view,1
88,88,view,1
88,182,view,1
89,55,view,1
89,294,click,3
89,293,order,5
89,256,order,5
89,194,view,1
89,228,click,3
89,188,view,1
89,211,view,1
89,295,view,1
89,246,view,1
90,198,view,1
90,171,view,1
90,246,view,1
90,178,click,3
90,74,click,3
90,258,click,3
90,117,order,5
90,277,view,1
90,15,view,1
90,240,view,1
90,187,view,1
90,31,click,3
90,55,view,1
90,44,click,3
91,250,order,5
91,90,view,1
91,37,click,3
91,84,view,1
91,148,view,1
91,16,view,1
91,232,click,3
91,42,click,3
91,273,click,3
91,15,order,5
91,151,order,5
91,160,view,1
91,29,view,1
91,92,click,3
91,96,view,1
91,247,view,1
92,156,click,3
92,50,view,1
92,69,order,5
92,119,click,3
92,224,click,3
92,32,order,5
92,75,order,5
92,211,order,5
92,192,click,3
92,139,order,5
92,9,view,1
92,164,order,5
92,67,click,3
93,268,view,1
93,254,click,3
93,221,view,1
93,31,click,3
93,66,order,5
93,266,view,1
93,294,click,3
93,91,click,3
94,226,order,5
94,199,click,3
94,167,click,3
94,217,order,5
94,3,view,1
94,182,view,1
94,239,view,1
94,59,view,1
94,12,click,3
94,66,view,1
94,201,view,1
94,265,view,1
94,197,view,1
95,279,order,5
95,13,view,1
95,33,click,3
95,1,click,3
95,157,click,3
95,31,order,5
95,196,click,3
95,220,view,1
95,82,order,5
95,147,click,3
95,170,click,3
95,36,click,3
95,133,view,1
95,188,click,3
96,56,view,1
96,127,view,1
96,224,view,1
96,69,view,1
96,196,view,1
96,33,view,1
96,280,view,1
96,187,view,1
96,149,view,1
96,247,click,3
96,246,view,1
96,16,view,1
97,26,view,1
97,111,view,1
97,269,click,3
97,281,view,1
97,148,order,5
97,97,view,1
97,96,order,5
97,209,view,1
97,9,click,3
97,152,click,3
97,224,view,1
97,154,view,1
98,173,order,5
98,128,view,1
98,105,view,1
98,110,view,1
98,135,view,1
98,14,click,3
98,13,view,1
98,223,view,1
98,153,click,3
98,116,view,1
98,35,view,1
98,62,click,3
98,51,view,1
98,122,order,5
99,123,click,3
99,254,view,1
99,283,view,1
99,197,view,1
99,269,view,1
99,98,order,5
99,59,view,1
99,177,view,1
99,30,click,3
99,46,order,5
99,214,view,1
99,17,click,3
99,184,click,3
99,193,view,1
99,60,view,1
99,11,order,5
99,176,view,1
100,128,order,5
100,272,click,3
100,133,order,5
100,217,click,3
100,103,view,1
100,280,click,3
100,9,view,1
100,238,view,1
100,245,order,5
100,87,view,1
100,127,view,1
100,13,view,1
100,113,click,3
100,1,view,1
100,233,click,3
101,181,click,3
101,277,click,3
101,27,view,1
101,91,order,5
101,12,click,3
101,220,order,5
101,114,order,5
101,221,click,3
101,186,order,5
101,276,view,1
101,34,view,1
101,252,view,1
101,214,view,1
102,178,view,1
102,100,click,3
102,251,order,5
102,74,click,3
102,58,view,1
102,157,order,5
102,102,view,1
102,296,view,1
102,262,click,3
102,198,view,1
102,280,view,1
103,284,order,5
103,109,click,3
103,74,view,1
103,164,order,5
103,178,order,5
103,31,order,5
103,222,click,3
103,54,view,1
103,55,order,5
103,76,click,3
103,290,view,1
103,171,view,1
103,73,click,3
103,158,order,5
103,298,order,5
104,157,view,1
104,42,view,1
104,83,view,1
104,102,click,3
104,178,click,3
104,171,order,5
104,41,click,3
104,13,view,1
104,168,click,3
104,82,view,1
104,267,click,3
104,120,view,1
104,234,view,1
104,35,click,3
104,252,click,3
105,152,order,5
105,286,order,5
105,143,order,5
105,281,click,3
105,206,click,3
105,258,order,5
105,78,click,3
105,271,click,3
105,263,click,3
106,43,order,5
106,97,order,5
106,50,click,3
106,142,view,1
106,51,view,1
106,206,view,1
106,202,click,3
106,119,order,5
107,186,click,3
107,195,view,1
107,37,view,1
107,262,view,1
107,149,order,5
107,141,order,5
107,151,click,3
107,22,order,5
107,78,view,1
107,298,order,5
108,11,view,1
108,242,click,3
108,60,click,3
108,158,order,5
108,184,click,3
108,228,click,3
108,269,view,1
108,171,click,3
108,270,view,1
108,289,order,5
108,294,click,3
108,113,order,5
108,79,order,5
108,263,view,1
108,6,view,1
108,266,view,1
108,17,view,1
108,278,view,1
108,193,order,5
109,288,click,3
109,93,view,1
109,7,click,3
109,207,view,1
109,159,click,3
109,260,order,5
109,29,order,5
109,194,view,1
109,66,click,3
109,168,view,1
109,50,view,1
109,60,order,5
109,185,view,1
109,6,view,1
109,56,order,5
110,151,view,1
110,90,click,3
110,171,view,1
110,69,view,1
110,195,click,3
110,284,order,5
110,75,view,1
110,178,click,3
110,217,order,5
110,87,order,5
110,71,view,1
111,281,click,3
111,271,view,1
111,216,view,1
111,78,view,1
111,71,view,1
111,142,order,5
111,9,click,3
111,96,view,1
111,15,order,5
111,164,click,3
111,200,view,1
111,30,order,5
111,26,click,3
111,117,view,1
111,154,order,5
111,189,order,5
111,111,view,1
112,211,order,5
112,9,order,5
112,115,view,1
112,216,order,5
112,30,order,5
112,298,view,1
112,154,view,1
112,276,view,1
112,209,view,1
112,281,click,3
112,165,view,1
112,99,view,1
112,82,click,3
112,111,view,1
112,239,order,5
113,194,click,3
113,197,view,1
113,268,view,1
113,66,view,1
113,63,view,1
113,88,order,5
113,151,click,3
113,294,view,1
113,53,click,3
113,254,click,3
113,273,view,1
113,226,view,1
113,101,click,3
114,266,view,1
114,34,view,1
114,35,click,3
114,229,view,1
114,132,order,5
114,232,order,5
114,57,click,3
114,159,order,5
114,260,order,5
115,199,click,3
115,136,view,1
115,94,click,3
115,77,view,1
115,161,view,1
115,66,view,1
115,145,order,5
115,22,view,1
115,104,order,5
115,294,click,3
116,125,order,5
116,221,view,1
116,258,view,1
116,29,order,5
116,265,view,1
116,278,view,1
116,291,order,5
116,58,order,5
116,178,order,5
116,273,view,1
116,249,click,3
116,23,view,1
116,264,view,1
116,259,view,1
116,251,click,3
116,168,click,3
116,198,view,1
116,194,order,5
116,105,order,5
117,232,view,1
117,8,click,3
117,90,order,5
117,195,view,1
117,55,click,3
117,264,view,1
117,121,order,5
117,87,view,1
117,94,view,1
117,201,view,1
117,37,click,3
117,239,view,1
117,38,order,5
117,160,view,1
117,92,order,5
117,146,order,5
117,151,order,5
118,143,view,1
118,111,click,3
118,225,order,5
118,271,click,3
118,195,view,1
118,133,click,3
118,292,view,1
118,197,view,1
118,130,view,1
118,206,view,1
118,216,view,1
118,83,click,3
118,280,click,3
118,152,view,1
118,250,click,3
119,75,view,1
119,228,order,5
119,237,click,3
119,3,click,3
119,283,order,5
119,269,click,3
119,40,order,5
119,156,view,1
120,270,order,5
120,183,view,1
120,154,view,1
120,73,order,5
120,50,view,1
120,46,view,1
120,186,view,1
120,203,view,1
120,121,view,1
120,55,click,3
120,6,view,1
120,32,view,1
120,30,order,5
121,284,order,5
121,154,view,1
121,164,view,1
121,205,view,1
121,228,click,3
121,257,view,1
121,150,view,1
121,144,order,5
121,290,click,3
121,178,view,1
121,73,view,1
122,239,order,5
122,294,click,3
122,296,view,1
122,134,view,1
122,266,view,1
122,229,order,5
122,137,view,1
122,17,click,3
122,295,view,1
123,69,view,1
123,7,order,5
123,33,view,1
123,208,order,5
123,87,click,3
123,1,view,1
123,230,order,5
123,45,click,3
123,272,view,1
123,246,view,1
123,65,order,5
123,44,order,5
123,300,click,3
123,279,view,1
123,170,view,1
123,100,view,1
123,43,click,3
123,220,view,1
123,154,view,1
123,233,order,5
124,82,view,1
124,285,view,1
124,240,order,5
124,185,view,1
124,163,view,1
124,255,view,1
124,198,order,5
124,124,view,1
124,294,click,3
124,55,order,5
125,96,view,1
125,189,click,3
125,43,click,3
125,224,order,5
125,78,view,1
125,35,view,1
125,28,order,5
125,227,click,3
125,151,click,3
126,76,view,1
126,109,click,3
126,124,order,5
126,47,order,5
126,219,view,1
126,271,view,1
126,294,order,5
126,248,order,5
126,74,view,1
126,155,view,1
126,276,view,1
126,37,click,3
126,82,view,1
126,186,view,1
126,283,order,5
126,144,view,1
126,178,order,5
126,205,view,1
126,267,view,1
127,179,view,1
127,210,order,5
127,62,click,3
127,112,view,1
